r,t,y,TotalTechnologyAnnualActivity
REGION1,DEMAGRSURSOE,2028,9.6012
REGION1,DEMAGRSURSOE,2029,9.94
REGION1,DEMAGRSURSOE,2030,10.256
REGION1,DEMCOMBIO,2016,0.132
REGION1,DEMCOMBIO,2017,0.142
REGION1,DEMCOMBIO,2018,0.151
REGION1,DEMCOMBIO,2019,0.161
REGION1,DEMCOMBIO,2020,0.177
REGION1,DEMCOMBIO,2021,0.193
REGION1,DEMCOMBIO,2022,0.208
REGION1,DEMCOMBIO,2023,0.224
REGION1,DEMCOMBIO,2024,0.24
REGION1,DEMCOMBIO,2025,0.256
REGION1,DEMCOMBIO,2026,0.272
REGION1,DEMCOMBIO,2027,0.287
REGION1,DEMCOMBIO,2028,0.303
REGION1,DEMCOMBIO,2029,0.319
REGION1,DEMCOMBIO,2030,0.333
REGION1,DEMCOMCOA,2016,1.731
REGION1,DEMCOMCOA,2017,1.858
REGION1,DEMCOMCOA,2018,1.985
REGION1,DEMCOMCOA,2019,2.111
REGION1,DEMCOMCOA,2020,2.319
REGION1,DEMCOMCOA,2021,2.526
REGION1,DEMCOMCOA,2022,2.734
REGION1,DEMCOMCOA,2023,2.941
REGION1,DEMCOMCOA,2024,3.148
REGION1,DEMCOMCOA,2025,3.356
REGION1,DEMCOMCOA,2026,3.563
REGION1,DEMCOMCOA,2027,3.77
REGION1,DEMCOMCOA,2028,3.977
REGION1,DEMCOMCOA,2029,4.185
REGION1,DEMCOMCOA,2030,4.366
REGION1,DEMCOMDSL,2016,17.415
REGION1,DEMCOMDSL,2017,18.688
REGION1,DEMCOMDSL,2018,19.961
REGION1,DEMCOMDSL,2019,21.233
REGION1,DEMCOMDSL,2020,23.321
REGION1,DEMCOMDSL,2021,25.408
REGION1,DEMCOMDSL,2022,27.495
REGION1,DEMCOMDSL,2023,29.581
REGION1,DEMCOMDSL,2024,31.666
REGION1,DEMCOMDSL,2025,33.751
REGION1,DEMCOMDSL,2026,35.836
REGION1,DEMCOMDSL,2027,37.921
REGION1,DEMCOMDSL,2028,40.005
REGION1,DEMCOMDSL,2029,42.089
REGION1,DEMCOMDSL,2030,43.912
REGION1,DEMCOMELCC02,2016,5.0423
REGION1,DEMCOMELCC02,2017,5.2466
REGION1,DEMCOMELCC02,2018,5.4459
REGION1,DEMCOMELCC02,2019,5.6408
REGION1,DEMCOMELCC02,2020,5.9279
REGION1,DEMCOMELCC02,2021,6.2035
REGION1,DEMCOMELCC02,2022,6.4689
REGION1,DEMCOMELCC02,2023,6.7255
REGION1,DEMCOMELCC02,2024,6.9741
REGION1,DEMCOMELCC02,2025,7.2157
REGION1,DEMCOMELCC02,2026,7.4509
REGION1,DEMCOMELCC02,2027,7.6803
REGION1,DEMCOMELCC02,2028,7.9044
REGION1,DEMCOMELCC02,2029,8.1236
REGION1,DEMCOMELCC02,2030,8.3015
REGION1,DEMCOMELCN02,2016,22.2816
REGION1,DEMCOMELCN02,2017,23.1845
REGION1,DEMCOMELCN02,2018,24.0652
REGION1,DEMCOMELCN02,2019,24.9261
REGION1,DEMCOMELCN02,2020,26.1949
REGION1,DEMCOMELCN02,2021,27.4126
REGION1,DEMCOMELCN02,2022,28.5856
REGION1,DEMCOMELCN02,2023,29.7194
REGION1,DEMCOMELCN02,2024,30.8182
REGION1,DEMCOMELCN02,2025,31.8857
REGION1,DEMCOMELCN02,2026,32.925
REGION1,DEMCOMELCN02,2027,33.9386
REGION1,DEMCOMELCN02,2028,34.9288
REGION1,DEMCOMELCN02,2029,35.8976
REGION1,DEMCOMELCN02,2030,36.6839
REGION1,DEMCOMELCS02,2016,27.2557
REGION1,DEMCOMELCS02,2017,28.3602
REGION1,DEMCOMELCS02,2018,29.4375
REGION1,DEMCOMELCS02,2019,30.4906
REGION1,DEMCOMELCS02,2020,32.0427
REGION1,DEMCOMELCS02,2021,33.5322
REGION1,DEMCOMELCS02,2022,34.9671
REGION1,DEMCOMELCS02,2023,36.354
REGION1,DEMCOMELCS02,2024,37.6981
REGION1,DEMCOMELCS02,2025,39.0039
REGION1,DEMCOMELCS02,2026,40.2752
REGION1,DEMCOMELCS02,2027,41.5151
REGION1,DEMCOMELCS02,2028,42.7264
REGION1,DEMCOMELCS02,2029,43.9115
REGION1,DEMCOMELCS02,2030,44.8732
REGION1,DEMCOMKER,2016,0.35
REGION1,DEMCOMKER,2017,0.376
REGION1,DEMCOMKER,2018,0.402
REGION1,DEMCOMKER,2019,0.427
REGION1,DEMCOMKER,2020,0.469
REGION1,DEMCOMKER,2021,0.511
REGION1,DEMCOMKER,2022,0.553
REGION1,DEMCOMKER,2023,0.595
REGION1,DEMCOMKER,2024,0.637
REGION1,DEMCOMKER,2025,0.679
REGION1,DEMCOMKER,2026,0.721
REGION1,DEMCOMKER,2027,0.763
REGION1,DEMCOMKER,2028,0.805
REGION1,DEMCOMKER,2029,0.847
REGION1,DEMCOMKER,2030,0.884
REGION1,DEMCOMLPG,2016,26.11
REGION1,DEMCOMLPG,2017,28.019
REGION1,DEMCOMLPG,2018,29.927
REGION1,DEMCOMLPG,2019,31.834
REGION1,DEMCOMLPG,2020,34.964
REGION1,DEMCOMLPG,2021,38.093
REGION1,DEMCOMLPG,2022,41.222
REGION1,DEMCOMLPG,2023,44.349
REGION1,DEMCOMLPG,2024,47.476
REGION1,DEMCOMLPG,2025,50.602
REGION1,DEMCOMLPG,2026,53.728
REGION1,DEMCOMLPG,2027,56.853
REGION1,DEMCOMLPG,2028,59.978
REGION1,DEMCOMLPG,2029,63.102
REGION1,DEMCOMLPG,2030,65.835
REGION1,DEMINDBIO,2016,115.367
REGION1,DEMINDBIO,2017,123.802
REGION1,DEMINDBIO,2018,132.234
REGION1,DEMINDBIO,2019,140.663
REGION1,DEMINDBIO,2020,154.492
REGION1,DEMINDBIO,2021,168.318
REGION1,DEMINDBIO,2022,182.14
REGION1,DEMINDBIO,2023,195.959
REGION1,DEMINDBIO,2024,209.776
REGION1,DEMINDBIO,2025,223.589
REGION1,DEMINDBIO,2026,237.4
REGION1,DEMINDBIO,2027,251.209
REGION1,DEMINDBIO,2028,265.016
REGION1,DEMINDBIO,2029,278.82
REGION1,DEMINDBIO,2030,290.897
REGION1,DEMINDCOA,2016,57.85
REGION1,DEMINDCOA,2017,60.194
REGION1,DEMINDCOA,2018,62.481
REGION1,DEMINDCOA,2019,64.716
REGION1,DEMINDCOA,2020,68.01
REGION1,DEMINDCOA,2021,71.172
REGION1,DEMINDCOA,2022,74.217
REGION1,DEMINDCOA,2023,77.161
REGION1,DEMINDCOA,2024,80.014
REGION1,DEMINDCOA,2025,82.785
REGION1,DEMINDCOA,2026,85.483
REGION1,DEMINDCOA,2027,88.115
REGION1,DEMINDCOA,2028,90.686
REGION1,DEMINDCOA,2029,93.201
REGION1,DEMINDCOA,2030,95.243
REGION1,DEMINDDSL,2016,56.158
REGION1,DEMINDDSL,2017,58.434
REGION1,DEMINDDSL,2018,60.653
REGION1,DEMINDDSL,2019,62.823
REGION1,DEMINDDSL,2020,66.021
REGION1,DEMINDDSL,2021,69.09
REGION1,DEMINDDSL,2022,72.047
REGION1,DEMINDDSL,2023,74.904
REGION1,DEMINDDSL,2024,77.674
REGION1,DEMINDDSL,2025,80.364
REGION1,DEMINDDSL,2026,82.983
REGION1,DEMINDDSL,2027,85.538
REGION1,DEMINDDSL,2028,88.034
REGION1,DEMINDDSL,2029,90.476
REGION1,DEMINDDSL,2030,92.457
REGION1,DEMINDELCC02,2016,28.3575
REGION1,DEMINDELCC02,2017,30.4308
REGION1,DEMINDELCC02,2018,32.5033
REGION1,DEMINDELCC02,2019,34.5752
REGION1,DEMINDELCC02,2020,37.9745
REGION1,DEMINDELCC02,2021,41.3729
REGION1,DEMINDELCC02,2022,44.7705
REGION1,DEMINDELCC02,2023,48.1673
REGION1,DEMINDELCC02,2024,51.5633
REGION1,DEMINDELCC02,2025,54.9587
REGION1,DEMINDELCC02,2026,58.3535
REGION1,DEMINDELCC02,2027,61.7477
REGION1,DEMINDELCC02,2028,65.1414
REGION1,DEMINDELCC02,2029,68.5347
REGION1,DEMINDELCC02,2030,71.5032
REGION1,DEMINDELCN02,2016,125.3093
REGION1,DEMINDELCN02,2017,134.4712
REGION1,DEMINDELCN02,2018,143.6296
REGION1,DEMINDELCN02,2019,152.785
REGION1,DEMINDELCN02,2020,167.8064
REGION1,DEMINDELCN02,2021,182.8237
REGION1,DEMINDELCN02,2022,197.8372
REGION1,DEMINDELCN02,2023,212.8472
REGION1,DEMINDELCN02,2024,227.8541
REGION1,DEMINDELCN02,2025,242.8581
REGION1,DEMINDELCN02,2026,257.8594
REGION1,DEMINDELCN02,2027,272.8583
REGION1,DEMINDELCN02,2028,287.8548
REGION1,DEMINDELCN02,2029,302.8491
REGION1,DEMINDELCN02,2030,315.9666
REGION1,DEMINDELCS02,2016,153.2836
REGION1,DEMINDELCS02,2017,164.4908
REGION1,DEMINDELCS02,2018,175.6937
REGION1,DEMINDELCS02,2019,186.893
REGION1,DEMINDELCS02,2020,205.2678
REGION1,DEMINDELCS02,2021,223.6376
REGION1,DEMINDELCS02,2022,242.0027
REGION1,DEMINDELCS02,2023,260.3636
REGION1,DEMINDELCS02,2024,278.7206
REGION1,DEMINDELCS02,2025,297.0741
REGION1,DEMINDELCS02,2026,315.4244
REGION1,DEMINDELCS02,2027,333.7716
REGION1,DEMINDELCS02,2028,352.1159
REGION1,DEMINDELCS02,2029,370.4576
REGION1,DEMINDELCS02,2030,386.5035
REGION1,DEMINDHFO,2016,15.312
REGION1,DEMINDHFO,2017,16.431
REGION1,DEMINDHFO,2018,17.55
REGION1,DEMINDHFO,2019,18.669
REGION1,DEMINDHFO,2020,20.504
REGION1,DEMINDHFO,2021,22.339
REGION1,DEMINDHFO,2022,24.174
REGION1,DEMINDHFO,2023,26.008
REGION1,DEMINDHFO,2024,27.842
REGION1,DEMINDHFO,2025,29.675
REGION1,DEMINDHFO,2026,31.508
REGION1,DEMINDHFO,2027,33.341
REGION1,DEMINDHFO,2028,35.173
REGION1,DEMINDHFO,2029,37.005
REGION1,DEMINDHFO,2030,38.608
REGION1,DEMINDKER,2016,0.964
REGION1,DEMINDKER,2017,1.003
REGION1,DEMINDKER,2018,1.041
REGION1,DEMINDKER,2019,1.078
REGION1,DEMINDKER,2020,1.133
REGION1,DEMINDKER,2021,1.185
REGION1,DEMINDKER,2022,1.236
REGION1,DEMINDKER,2023,1.285
REGION1,DEMINDKER,2024,1.333
REGION1,DEMINDKER,2025,1.379
REGION1,DEMINDKER,2026,1.424
REGION1,DEMINDKER,2027,1.468
REGION1,DEMINDKER,2028,1.511
REGION1,DEMINDKER,2029,1.552
REGION1,DEMINDKER,2030,1.586
REGION1,DEMINDLPG,2016,13.244
REGION1,DEMINDLPG,2017,13.781
REGION1,DEMINDLPG,2018,14.304
REGION1,DEMINDLPG,2019,14.816
REGION1,DEMINDLPG,2020,15.57
REGION1,DEMINDLPG,2021,16.294
REGION1,DEMINDLPG,2022,16.991
REGION1,DEMINDLPG,2023,17.665
REGION1,DEMINDLPG,2024,18.318
REGION1,DEMINDLPG,2025,18.953
REGION1,DEMINDLPG,2026,19.57
REGION1,DEMINDLPG,2027,20.173
REGION1,DEMINDLPG,2028,20.761
REGION1,DEMINDLPG,2029,21.337
REGION1,DEMINDLPG,2030,21.805
REGION1,DEMINDNGS,2016,74.385
REGION1,DEMINDNGS,2017,79.824
REGION1,DEMINDNGS,2018,85.26
REGION1,DEMINDNGS,2019,90.695
REGION1,DEMINDNGS,2020,99.612
REGION1,DEMINDNGS,2021,108.526
REGION1,DEMINDNGS,2022,117.438
REGION1,DEMINDNGS,2023,126.348
REGION1,DEMINDNGS,2024,135.257
REGION1,DEMINDNGS,2025,144.163
REGION1,DEMINDNGS,2026,153.068
REGION1,DEMINDNGS,2027,161.972
REGION1,DEMINDNGS,2028,170.874
REGION1,DEMINDNGS,2029,179.775
REGION1,DEMINDNGS,2030,187.561
REGION1,DEMOTHOHC,2016,148.981
REGION1,DEMOTHOHC,2017,159.874
REGION1,DEMOTHOHC,2018,170.762
REGION1,DEMOTHOHC,2019,181.647
REGION1,DEMOTHOHC,2020,199.506
REGION1,DEMOTHOHC,2021,217.36
REGION1,DEMOTHOHC,2022,235.21
REGION1,DEMOTHOHC,2023,253.056
REGION1,DEMOTHOHC,2024,270.897
REGION1,DEMOTHOHC,2025,288.736
REGION1,DEMOTHOHC,2026,306.571
REGION1,DEMOTHOHC,2027,324.403
REGION1,DEMOTHOHC,2028,342.233
REGION1,DEMOTHOHC,2029,360.06
REGION1,DEMOTHOHC,2030,375.655
REGION1,DEMPWRBIO,2016,1.7029
REGION1,DEMPWRBIO,2017,3.933
REGION1,DEMPWRBIO,2018,7.3794
REGION1,DEMPWRBIO,2019,7.3794
REGION1,DEMPWRBIO,2020,7.3794
REGION1,DEMPWRBIO,2021,7.3794
REGION1,DEMPWRBIO,2022,7.3794
REGION1,DEMPWRBIO,2023,7.3794
REGION1,DEMPWRBIO,2024,7.3794
REGION1,DEMPWRBIO,2025,7.3794
REGION1,DEMPWRBIO,2026,7.3794
REGION1,DEMPWRBIO,2027,7.3794
REGION1,DEMPWRBIO,2028,6.8929
REGION1,DEMPWRBIO,2029,6.8929
REGION1,DEMPWRBIO,2030,6.8929
REGION1,DEMPWRCOA,2016,550.7618
REGION1,DEMPWRCOA,2017,671.684
REGION1,DEMPWRCOA,2018,732.7461
REGION1,DEMPWRCOA,2019,756.83
REGION1,DEMPWRCOA,2020,841.3989
REGION1,DEMPWRCOA,2021,1048.9577
REGION1,DEMPWRCOA,2022,1256.1176
REGION1,DEMPWRCOA,2023,1451.5665
REGION1,DEMPWRCOA,2024,1430.8328
REGION1,DEMPWRCOA,2025,1410.1275
REGION1,DEMPWRCOA,2026,1389.4479
REGION1,DEMPWRCOA,2027,1368.7918
REGION1,DEMPWRCOA,2028,1348.1572
REGION1,DEMPWRCOA,2029,1339.13
REGION1,DEMPWRCOA,2030,1356.8898
REGION1,DEMPWRDSL,2029,0.5235
REGION1,DEMPWRDSL,2030,2.1383
REGION1,DEMPWRHYD,2016,229.1056
REGION1,DEMPWRHYD,2017,234.5465
REGION1,DEMPWRHYD,2018,240.8814
REGION1,DEMPWRHYD,2019,246.8971
REGION1,DEMPWRHYD,2020,253.8451
REGION1,DEMPWRHYD,2021,253.8451
REGION1,DEMPWRHYD,2022,253.8451
REGION1,DEMPWRHYD,2023,253.8451
REGION1,DEMPWRHYD,2024,253.8451
REGION1,DEMPWRHYD,2025,253.8451
REGION1,DEMPWRHYD,2026,252.3124
REGION1,DEMPWRHYD,2027,252.3124
REGION1,DEMPWRHYD,2028,252.3124
REGION1,DEMPWRHYD,2029,252.3124
REGION1,DEMPWRHYD,2030,252.3124
REGION1,DEMPWRNGS,2016,386.9993
REGION1,DEMPWRNGS,2017,386.9993
REGION1,DEMPWRNGS,2018,386.9993
REGION1,DEMPWRNGS,2019,386.9993
REGION1,DEMPWRNGS,2020,434.3033
REGION1,DEMPWRNGS,2021,434.3033
REGION1,DEMPWRNGS,2022,434.3033
REGION1,DEMPWRNGS,2023,436.7247
REGION1,DEMPWRNGS,2024,556.8617
REGION1,DEMPWRNGS,2025,676.8338
REGION1,DEMPWRNGS,2026,798.8474
REGION1,DEMPWRNGS,2027,918.5347
REGION1,DEMPWRNGS,2028,1029.8185
REGION1,DEMPWRNGS,2029,1139.2506
REGION1,DEMPWRNGS,2030,1226.8071
REGION1,DEMPWRSOL,2019,2.1464
REGION1,DEMPWRSOL,2020,5.0082
REGION1,DEMPWRSOL,2021,5.0082
REGION1,DEMPWRSOL,2022,5.0082
REGION1,DEMPWRSOL,2023,5.0082
REGION1,DEMPWRSOL,2024,5.0082
REGION1,DEMPWRSOL,2025,5.0082
REGION1,DEMPWRSOL,2026,5.0082
REGION1,DEMPWRSOL,2027,5.0082
REGION1,DEMPWRSOL,2028,5.0082
REGION1,DEMPWRSOL,2029,5.0082
REGION1,DEMPWRSOL,2030,5.0082
REGION1,DEMPWRSURNOC,2016,0.3117
REGION1,DEMPWRSURNOC,2017,0.3344
REGION1,DEMPWRSURNOC,2018,0.3695
REGION1,DEMPWRSURNOC,2019,0.3695
REGION1,DEMPWRSURNOC,2020,0.7915
REGION1,DEMPWRSURNOC,2021,0.7915
REGION1,DEMPWRSURNOC,2022,0.7915
REGION1,DEMPWRSURNOC,2023,0.7915
REGION1,DEMPWRSURNOC,2024,0.7915
REGION1,DEMPWRSURNOC,2025,0.7915
REGION1,DEMPWRSURNOC,2026,0.7915
REGION1,DEMPWRSURNOC,2027,0.7915
REGION1,DEMPWRSURNOC,2028,0.7915
REGION1,DEMPWRSURNOC,2029,0.7915
REGION1,DEMPWRSURNOC,2030,0.9894
REGION1,DEMPWRSURNOE,2016,7.1444
REGION1,DEMPWRSURNOE,2017,7.8812
REGION1,DEMPWRSURNOE,2018,6.938
REGION1,DEMPWRSURNOE,2019,3.7124
REGION1,DEMPWRSURNOE,2020,4.2457
REGION1,DEMPWRSURNOE,2021,6.4575
REGION1,DEMPWRSURNOE,2022,8.665
REGION1,DEMPWRSURNOE,2023,10.6427
REGION1,DEMPWRSURNOE,2024,10.4218
REGION1,DEMPWRSURNOE,2025,10.2012
REGION1,DEMPWRSURNOE,2026,9.9808
REGION1,DEMPWRSURNOE,2027,9.7607
REGION1,DEMPWRSURNOE,2028,9.2742
REGION1,DEMPWRSURNOE,2029,9.0794
REGION1,DEMPWRSURNOE,2030,9.2775
REGION1,DEMPWRSURSOE,2016,0.6621
REGION1,DEMPWRSURSOE,2017,1.2139
REGION1,DEMPWRSURSOE,2018,2.8078
REGION1,DEMPWRSURSOE,2019,6.29
REGION1,DEMPWRSURSOE,2020,6.4929
REGION1,DEMPWRSURSOE,2021,6.4929
REGION1,DEMPWRSURSOE,2022,6.4929
REGION1,DEMPWRSURSOE,2023,6.611
REGION1,DEMPWRSURSOE,2024,7.2636
REGION1,DEMPWRSURSOE,2025,7.9153
REGION1,DEMPWRSURSOE,2026,8.578
REGION1,DEMPWRSURSOE,2027,9.2282
REGION1,DEMPWRSURSOE,2028,10.0894
REGION1,DEMPWRSURSOE,2029,10.7853
REGION1,DEMPWRSURSOE,2030,11.0629
REGION1,DEMPWRWND,2016,0.9221
REGION1,DEMPWRWND,2017,0.9221
REGION1,DEMPWRWND,2018,4.1281
REGION1,DEMPWRWND,2019,5.8571
REGION1,DEMPWRWND,2020,6.8792
REGION1,DEMPWRWND,2021,6.8792
REGION1,DEMPWRWND,2022,6.8792
REGION1,DEMPWRWND,2023,6.8792
